"partnerDesc","reporterDesc","cmdCode","qtyUnitAbbr","qty","altQtyUnitAbbr","altQty","primaryValue","bricsflag","date","gold_price"
"Germany","South Africa","710812","kg",0.046,"g",46,2589.884,"w",2022-01-01,58411.39176
"China, Hong Kong SAR","South Africa","710812","kg",3000,"kg",3000,177384675.462,"b",2022-01-01,58411.39176
"China, Hong Kong SAR","South Africa","710813","kg",6,"kg",6,361317.443,"b",2022-01-01,58411.39176
"Ireland","South Africa","7108","kg",0.3,"g",300,7464.16,"w",2022-01-01,58411.39176
"Ireland","South Africa","710812","kg",0.3,"g",300,7464.16,"w",2022-01-01,58411.39176
"Rwanda","Kenya","7108","kg",200,"kg",200,11910719.81,NA,2022-01-01,58411.39176
"Rwanda","Kenya","710812","kg",200,"kg",200,11910719.81,NA,2022-01-01,58411.39176
"Namibia","South Africa","7108",NA,NA,NA,NA,11.619,NA,2022-01-01,58411.39176
"New Zealand","South Africa","7108","kg",2,"g",2000,121253.435,"w",2022-01-01,58411.39176
"Namibia","South Africa","710813",NA,NA,"kg",2,11.619,NA,2022-01-01,58411.39176
"New Zealand","South Africa","710813","kg",2,"g",2000,121253.435,"w",2022-01-01,58411.39176
"India","South Africa","7108","kg",4000,"kg",4000,236488543.816,"b",2022-01-01,58411.39176
"India","South Africa","710812","kg",4000,"kg",4000,236488543.816,"b",2022-01-01,58411.39176
"Switzerland","Kenya","7108","kg",20,"kg",20,920340.046,"w",2022-01-01,58411.39176
"Switzerland","Kenya","710812","kg",20,"kg",20,920340.046,"w",2022-01-01,58411.39176
"Switzerland","South Africa","7108","kg",7102,"kg",7102,413995418.315,"w",2022-01-01,58411.39176
"Thailand","South Africa","7108","kg",83,"kg",83,4942684.539,NA,2022-01-01,58411.39176
"Switzerland","South Africa","710812","kg",7099,"kg",7099,413976150.453,"w",2022-01-01,58411.39176
"Thailand","South Africa","710812","kg",83,"kg",83,4942684.539,NA,2022-01-01,58411.39176
"Switzerland","South Africa","710813","kg",3,"kg",3,19267.862,"w",2022-01-01,58411.39176
"United Kingdom","South Africa","7108","kg",1052,"g",1052000,60371173.961,"w",2022-01-01,58411.39176
"USA","South Africa","7108","kg",65.187,NA,NA,3639836,"w",2022-01-01,58411.39176
"United Kingdom","South Africa","710813","kg",1052,"g",1052000,60371173.961,"w",2022-01-01,58411.39176
"USA","South Africa","710813","kg",65.187,NA,NA,3639836,"w",2022-01-01,58411.39176
"Belgium","South Africa","7108","kg",378.66,"kg",378.66,19553108.647,"w",2022-02-01,59681.34441
"Belgium","South Africa","710813","kg",378.66,"kg",378.66,19553108.647,"w",2022-02-01,59681.34441
"Canada","South Africa","7108","kg",129.416,"g",129416,8929982.072,"w",2022-02-01,59681.34441
"China","South Africa","7108","kg",8531.238,"g",8531238,496233311,"b",2022-02-01,59681.34441
"Canada","South Africa","710812","kg",129.416,"g",129416,8929982.072,"w",2022-02-01,59681.34441
"China","South Africa","710812","kg",8341.97,"g",8341970,487537656,"b",2022-02-01,59681.34441
"China","South Africa","710813","kg",189.268,"g",189268,8695655,"b",2022-02-01,59681.34441
"Germany","South Africa","7108","kg",2.722,"g",2722,111689.36,"w",2022-02-01,59681.34441
"Germany","South Africa","710812","kg",2.722,"g",2722,111689.36,"w",2022-02-01,59681.34441
"Rep. of Korea","Kenya","7108","kg",45,"kg",45,1763300,"w",2022-02-01,59681.34441
"Rep. of Korea","Kenya","710812","kg",45,"kg",45,1763300,"w",2022-02-01,59681.34441
"Italy","South Africa","7108","kg",359.425,"g",359425,17177290.537,"w",2022-02-01,59681.34441
"Rep. of Korea","South Africa","7108","kg",0.96,"kg",0.96,52455,"w",2022-02-01,59681.34441
"Italy","South Africa","710812","kg",359.425,"g",359425,17177290.537,"w",2022-02-01,59681.34441
"Rep. of Korea","South Africa","710812","kg",0.96,"kg",0.96,52455,"w",2022-02-01,59681.34441
"Rwanda","Kenya","7108","kg",120,"kg",120,6842485.01,NA,2022-02-01,59681.34441
"Rwanda","Kenya","710812","kg",120,"kg",120,6842485.01,NA,2022-02-01,59681.34441
"Namibia","South Africa","7108",NA,NA,NA,NA,69.018,NA,2022-02-01,59681.34441
"Namibia","South Africa","710812",NA,NA,"kg",1,69.018,NA,2022-02-01,59681.34441
"India","South Africa","7108","kg",4100,"kg",4100,239835269.194,"b",2022-02-01,59681.34441
"Singapore","South Africa","7108","kg",1,"kg",1,61348.481,NA,2022-02-01,59681.34441
"India","South Africa","710812","kg",4100,"kg",4100,239835269.194,"b",2022-02-01,59681.34441
"Singapore","South Africa","710813","kg",1,"kg",1,61348.481,NA,2022-02-01,59681.34441
"Spain","South Africa","7108","kg",225.261,"g",225261,12960230.979,"w",2022-02-01,59681.34441
"Spain","South Africa","710813","kg",225.261,"g",225261,12960230.979,"w",2022-02-01,59681.34441
"Switzerland","Kenya","7108","kg",17,"kg",17,795034.577,"w",2022-02-01,59681.34441
"Switzerland","Kenya","710812","kg",17,"kg",17,795034.577,"w",2022-02-01,59681.34441
"Switzerland","South Africa","7108","kg",2357,"kg",2357,135183652.133,"w",2022-02-01,59681.34441
"Thailand","South Africa","7108","kg",127,"kg",127,7450245.866,NA,2022-02-01,59681.34441
"Switzerland","South Africa","710812","kg",2357,"kg",2357,135183652.133,"w",2022-02-01,59681.34441
"Thailand","South Africa","710812","kg",127,"kg",127,7450245.866,NA,2022-02-01,59681.34441
"Australia","South Africa","7108","kg",1.097,NA,NA,61962.06,"w",2022-03-01,62623.13346
"Belgium","South Africa","7108","kg",1042.41,"kg",1042.41,52181590.571,"w",2022-03-01,62623.13346
"Australia","South Africa","710812","kg",1.097,NA,NA,61962.06,"w",2022-03-01,62623.13346
"Belgium","South Africa","710813","kg",1042.41,"kg",1042.41,52181590.571,"w",2022-03-01,62623.13346
"Canada","South Africa","7108","kg",21.75,"g",21750,1426059.092,"w",2022-03-01,62623.13346
"China","South Africa","7108","kg",3465.649,"g",3465649,198401974,"b",2022-03-01,62623.13346
"Canada","South Africa","710812","kg",15.529,"g",15529,1011133.818,"w",2022-03-01,62623.13346
"China","South Africa","710812","kg",3139.1,"g",3139100,183547504,"b",2022-03-01,62623.13346
"Canada","South Africa","710813","kg",6.221,"g",6221,414925.274,"w",2022-03-01,62623.13346
"China","South Africa","710813","kg",326.549,"g",326549,14854470,"b",2022-03-01,62623.13346
"Germany","South Africa","7108","kg",15.552,"g",15552,982108.574,"w",2022-03-01,62623.13346
"Germany","South Africa","710812","kg",15.552,"g",15552,982108.574,"w",2022-03-01,62623.13346
"Ireland","South Africa","7108","kg",0.45,"g",450,35287.106,"w",2022-03-01,62623.13346
"Italy","South Africa","7108","kg",920.263,"g",920263,51541323.294,"w",2022-03-01,62623.13346
"Italy","South Africa","710812","kg",920.263,"g",920263,51541323.294,"w",2022-03-01,62623.13346
"Ireland","South Africa","710813","kg",0.45,"g",450,35287.106,"w",2022-03-01,62623.13346
"Rwanda","Kenya","7108","kg",101,"kg",101,6370977.91,NA,2022-03-01,62623.13346
"Rwanda","Kenya","710812","kg",101,"kg",101,6370977.91,NA,2022-03-01,62623.13346
"Namibia","South Africa","7108",NA,NA,NA,NA,0.668,NA,2022-03-01,62623.13346
"Poland","South Africa","7108","kg",3.11,"g",3110,199290,"w",2022-03-01,62623.13346
"Namibia","South Africa","710811",NA,NA,"kg",0.2,0.668,NA,2022-03-01,62623.13346
"Poland","South Africa","710813","kg",3.11,"g",3110,199290,"w",2022-03-01,62623.13346
"India","South Africa","7108","kg",250,"kg",250,15545566.441,"b",2022-03-01,62623.13346
"Singapore","South Africa","7108","kg",22.43,"kg",22.43,1379432.055,NA,2022-03-01,62623.13346
"India","South Africa","710812","kg",250,"kg",250,15545566.441,"b",2022-03-01,62623.13346
"Singapore","South Africa","710813","kg",22.43,"kg",22.43,1379432.055,NA,2022-03-01,62623.13346
"Spain","South Africa","7108","kg",101.28,"g",101280,5647701.263,"w",2022-03-01,62623.13346
"Spain","South Africa","710813","kg",101.28,"g",101280,5647701.263,"w",2022-03-01,62623.13346
"Switzerland","Kenya","7108","kg",10,"kg",10,512307.823,"w",2022-03-01,62623.13346
"Switzerland","Kenya","710812","kg",10,"kg",10,512307.823,"w",2022-03-01,62623.13346
"Switzerland","South Africa","7108","kg",7072,"kg",7072,447573314.673,"w",2022-03-01,62623.13346
"Thailand","South Africa","7108","kg",11,"kg",11,690515.432,NA,2022-03-01,62623.13346
"Switzerland","South Africa","710812","kg",7072,"kg",7072,447573314.673,"w",2022-03-01,62623.13346
"Thailand","South Africa","710812","kg",11,"kg",11,690515.432,NA,2022-03-01,62623.13346
"USA","Kenya","7108","kg",2.159,NA,NA,122000,"w",2022-03-01,62623.13346
"USA","Kenya","710812","kg",2.159,NA,NA,122000,"w",2022-03-01,62623.13346
"Turkey","South Africa","7108","kg",1649.342,"g",1649342,105368898,"w",2022-03-01,62623.13346
"United Kingdom","South Africa","7108","kg",2514.002,"g",2514002,137201454.602,"w",2022-03-01,62623.13346
"USA","South Africa","7108","kg",5669.091,NA,NA,320409802,"w",2022-03-01,62623.13346
"Turkey","South Africa","710812","kg",1649.342,"g",1649342,105368898,"w",2022-03-01,62623.13346
"USA","South Africa","710812","kg",5669.091,NA,NA,320409802,"w",2022-03-01,62623.13346
"United Kingdom","South Africa","710813","kg",2514.002,"g",2514002,137201454.602,"w",2022-03-01,62623.13346
"Belgium","South Africa","7108","kg",751.48,"kg",751.48,35842594.468,"w",2022-04-01,62176.23873
"Botswana","South Africa","7108",NA,NA,NA,NA,29.603,NA,2022-04-01,62176.23873
"Brazil","South Africa","7108","kg",1,"kg",1,2173,"b",2022-04-01,62176.23873
"Botswana","South Africa","710811",NA,NA,"kg",2,29.603,NA,2022-04-01,62176.23873
"Belgium","South Africa","710813","kg",751.48,"kg",751.48,35842594.468,"w",2022-04-01,62176.23873
"Brazil","South Africa","710813","kg",1,"kg",1,2173,"b",2022-04-01,62176.23873
"Canada","South Africa","7108","kg",175.87,"g",175870,12178253.167,"w",2022-04-01,62176.23873
"China","South Africa","7108","kg",1201.197,"g",1201197,66244391,"b",2022-04-01,62176.23873
"Canada","South Africa","710812","kg",175.87,"g",175870,12178253.167,"w",2022-04-01,62176.23873
"China","South Africa","710812","kg",873.099,"g",873099,51290492,"b",2022-04-01,62176.23873
"China","South Africa","710813","kg",328.098,"g",328098,14953899,"b",2022-04-01,62176.23873
"Italy","South Africa","7108","kg",1097.89,"g",1097890,65139199.915,"w",2022-04-01,62176.23873
"Kenya","South Africa","7108","kg",0.58,"g",580,883.891,NA,2022-04-01,62176.23873
"Kenya","South Africa","710811","kg",0.58,"g",580,883.891,NA,2022-04-01,62176.23873
"Italy","South Africa","710812","kg",1097.89,"g",1097890,65139199.915,"w",2022-04-01,62176.23873
"Rwanda","Kenya","7108","kg",475,"kg",475,30100788.42,NA,2022-04-01,62176.23873
"Rwanda","Kenya","710812","kg",475,"kg",475,30100788.42,NA,2022-04-01,62176.23873
"Rwanda","South Africa","7108","kg",82,"kg",82,4855053.58,NA,2022-04-01,62176.23873
"Rwanda","South Africa","710812","kg",82,"kg",82,4855053.58,NA,2022-04-01,62176.23873
"India","South Africa","7108","kg",2450,"kg",2450,155995835.164,"b",2022-04-01,62176.23873
"Singapore","South Africa","7108","kg",0.16,"kg",0.16,10003.661,NA,2022-04-01,62176.23873
"India","South Africa","710812","kg",2450,"kg",2450,155995835.164,"b",2022-04-01,62176.23873
"Singapore","South Africa","710813","kg",0.16,"kg",0.16,10003.661,NA,2022-04-01,62176.23873
"Switzerland","Kenya","7108","kg",15,"kg",15,685211.508,"w",2022-04-01,62176.23873
"Switzerland","Kenya","710812","kg",15,"kg",15,685211.508,"w",2022-04-01,62176.23873
"Switzerland","South Africa","7108","kg",3061,"kg",3061,193239544.645,"w",2022-04-01,62176.23873
"Thailand","South Africa","7108","kg",1,"kg",1,64192.277,NA,2022-04-01,62176.23873
"Switzerland","South Africa","710812","kg",3060,"kg",3060,193181759.475,"w",2022-04-01,62176.23873
"Thailand","South Africa","710812","kg",1,"kg",1,64192.277,NA,2022-04-01,62176.23873
"Switzerland","South Africa","710813","kg",1,"kg",1,57785.17,"w",2022-04-01,62176.23873
"USA","Kenya","7108","kg",1.024,NA,NA,57900,"w",2022-04-01,62176.23873
"USA","Kenya","710812","kg",1.024,NA,NA,57900,"w",2022-04-01,62176.23873
"Turkey","South Africa","7108","kg",125.903,"g",125903,7962129,"w",2022-04-01,62176.23873
"USA","South Africa","7108","kg",247.03,NA,NA,13793410,"w",2022-04-01,62176.23873
"Turkey","South Africa","710812","kg",125.903,"g",125903,7962129,"w",2022-04-01,62176.23873
"USA","South Africa","710813","kg",247.03,NA,NA,13793410,"w",2022-04-01,62176.23873
"Australia","South Africa","7108","kg",0.221,NA,NA,12348.355,"w",2022-05-01,59424.13881
"Belgium","South Africa","7108","kg",53.42,"kg",53.42,2405237.924,"w",2022-05-01,59424.13881
"Australia","South Africa","710813","kg",0.221,NA,NA,12348.355,"w",2022-05-01,59424.13881
"Belgium","South Africa","710813","kg",53.42,"kg",53.42,2405237.924,"w",2022-05-01,59424.13881
"Canada","South Africa","7108","kg",1062.864,"g",1062864,69543006.642,"w",2022-05-01,59424.13881
"China","South Africa","7108","kg",994.592,"g",994592,49515847,"b",2022-05-01,59424.13881
"Canada","South Africa","710812","kg",1053.12,"g",1053120,69042283.077,"w",2022-05-01,59424.13881
"China","South Africa","710812","kg",673.831,"g",673831,34784052,"b",2022-05-01,59424.13881
"Canada","South Africa","710813","kg",9.744,"g",9744,500723.565,"w",2022-05-01,59424.13881
"China","South Africa","710813","kg",320.761,"g",320761,14731795,"b",2022-05-01,59424.13881
"Germany","South Africa","7108","kg",62.206,"g",62206,3572249.434,"w",2022-05-01,59424.13881
"Germany","South Africa","710812","kg",62.206,"g",62206,3572249.434,"w",2022-05-01,59424.13881
"Italy","South Africa","7108","kg",357.373,"g",357373,21348753.296,"w",2022-05-01,59424.13881
"Italy","South Africa","710812","kg",357.373,"g",357373,21348753.296,"w",2022-05-01,59424.13881
"Rwanda","Kenya","7108","kg",135,"kg",135,8220219.29,NA,2022-05-01,59424.13881
"Rwanda","Kenya","710812","kg",135,"kg",135,8220219.29,NA,2022-05-01,59424.13881
"New Zealand","South Africa","7108","kg",2,"g",2000,119512.648,"w",2022-05-01,59424.13881
"Rwanda","South Africa","7108","kg",227,"kg",227,13524990.52,NA,2022-05-01,59424.13881
"Rwanda","South Africa","710812","kg",227,"kg",227,13524990.52,NA,2022-05-01,59424.13881
"New Zealand","South Africa","710813","kg",2,"g",2000,119512.648,"w",2022-05-01,59424.13881
"India","South Africa","7108","kg",14430,"kg",14430,860288216.094,"b",2022-05-01,59424.13881
"Singapore","South Africa","7108","kg",1483.72,"kg",1483.72,90976507.795,NA,2022-05-01,59424.13881
"India","South Africa","710812","kg",14430,"kg",14430,860288216.094,"b",2022-05-01,59424.13881
"Singapore","South Africa","710813","kg",1483.72,"kg",1483.72,90976507.795,NA,2022-05-01,59424.13881
"Switzerland","Kenya","7108","kg",14,"kg",14,639263.848,"w",2022-05-01,59424.13881
"Switzerland","Kenya","710812","kg",14,"kg",14,639263.848,"w",2022-05-01,59424.13881
"Switzerland","South Africa","7108","kg",5114,"kg",5114,311375969.594,"w",2022-05-01,59424.13881
"Thailand","South Africa","7108","kg",4,"kg",4,239332.585,NA,2022-05-01,59424.13881
"Switzerland","South Africa","710811","kg",134,"kg",134,7196471.212,"w",2022-05-01,59424.13881
"Switzerland","South Africa","710812","kg",4980,"kg",4980,304179498.382,"w",2022-05-01,59424.13881
"Thailand","South Africa","710812","kg",4,"kg",4,239332.585,NA,2022-05-01,59424.13881
"USA","Kenya","7108","kg",5.237,NA,NA,296000,"w",2022-05-01,59424.13881
"USA","Kenya","710812","kg",5.237,NA,NA,296000,"w",2022-05-01,59424.13881
"Turkey","South Africa","7108","kg",1019.058,"g",1019058,62734381,"w",2022-05-01,59424.13881
"United Kingdom","South Africa","7108","kg",1901.56,"g",1901560,115594406.821,"w",2022-05-01,59424.13881
"USA","South Africa","7108","kg",1244.816,NA,NA,70261455,"w",2022-05-01,59424.13881
"Turkey","South Africa","710812","kg",1019.058,"g",1019058,62734381,"w",2022-05-01,59424.13881
"USA","South Africa","710812","kg",1106.954,NA,NA,62563625,"w",2022-05-01,59424.13881
"United Kingdom","South Africa","710813","kg",1901.56,"g",1901560,115594406.821,"w",2022-05-01,59424.13881
"USA","South Africa","710813","kg",137.863,NA,NA,7697830,"w",2022-05-01,59424.13881
"Australia","South Africa","7108","kg",0.044,NA,NA,2477.419,"w",2022-06-01,58957.95366
"Belgium","South Africa","7108","kg",79.42,"kg",79.42,3715767.405,"w",2022-06-01,58957.95366
"Australia","South Africa","710812","kg",0.044,NA,NA,2477.419,"w",2022-06-01,58957.95366
"Belgium","South Africa","710813","kg",79.42,"kg",79.42,3715767.405,"w",2022-06-01,58957.95366
"Canada","South Africa","7108","kg",17.066,"g",17066,1089534.365,"w",2022-06-01,58957.95366
"China","South Africa","7108","kg",15961.813,"g",15961813,927875163,"b",2022-06-01,58957.95366
"Canada","South Africa","710812","kg",11.066,"g",11066,705453.19,"w",2022-06-01,58957.95366
"China","South Africa","710812","kg",15537.7,"g",15537700,907309405,"b",2022-06-01,58957.95366
"Canada","South Africa","710813","kg",6,"g",6000,384081.176,"w",2022-06-01,58957.95366
"China","South Africa","710813","kg",424.113,"g",424113,20565758,"b",2022-06-01,58957.95366
"France","South Africa","7108","kg",0.003,"g",3,6099.647,"w",2022-06-01,58957.95366
"France","South Africa","710812","kg",0.003,"g",3,6099.647,"w",2022-06-01,58957.95366
"Rep. of Korea","Kenya","7108","kg",2,"kg",2,73887,"w",2022-06-01,58957.95366
"Rep. of Korea","Kenya","710813","kg",2,"kg",2,73887,"w",2022-06-01,58957.95366
"Italy","South Africa","7108","kg",342.065,"g",342065,21103105.321,"w",2022-06-01,58957.95366
"Italy","South Africa","710812","kg",342.065,"g",342065,21103105.321,"w",2022-06-01,58957.95366
"Rwanda","Kenya","7108","kg",266,"kg",266,15680890.98,NA,2022-06-01,58957.95366
"Rwanda","Kenya","710812","kg",266,"kg",266,15680890.98,NA,2022-06-01,58957.95366
"Namibia","South Africa","7108","kg",4.042,NA,NA,10869.917,NA,2022-06-01,58957.95366
"Rwanda","South Africa","7108","kg",320,"kg",320,18781910.94,NA,2022-06-01,58957.95366
"Rwanda","South Africa","710812","kg",320,"kg",320,18781910.94,NA,2022-06-01,58957.95366
"Namibia","South Africa","710813","kg",4.042,"kg",29,10869.917,NA,2022-06-01,58957.95366
"India","South Africa","7108","kg",2750,"kg",2750,163649064.42,"b",2022-06-01,58957.95366
"Singapore","South Africa","7108","kg",1,"kg",1,60113.463,NA,2022-06-01,58957.95366
"India","South Africa","710812","kg",2750,"kg",2750,163649064.42,"b",2022-06-01,58957.95366
"Singapore","South Africa","710813","kg",1,"kg",1,60113.463,NA,2022-06-01,58957.95366
"Spain","South Africa","7108","kg",50.62,"g",50620.3,3006447.763,"w",2022-06-01,58957.95366
"Spain","South Africa","710813","kg",50.62,"g",50620.3,3006447.763,"w",2022-06-01,58957.95366
"Switzerland","Kenya","7108","kg",4,"kg",4,205493.904,"w",2022-06-01,58957.95366
"Switzerland","Kenya","710812","kg",4,"kg",4,205493.904,"w",2022-06-01,58957.95366
"Switzerland","South Africa","7108","kg",9606,"kg",9606,575305925.967,"w",2022-06-01,58957.95366
"Thailand","South Africa","7108","kg",2,"kg",2,119360.727,NA,2022-06-01,58957.95366
"Switzerland","South Africa","710812","kg",9606,"kg",9606,575305925.967,"w",2022-06-01,58957.95366
"Thailand","South Africa","710812","kg",2,"kg",2,119360.727,NA,2022-06-01,58957.95366
"United Kingdom","South Africa","7108","kg",0.45,"g",450,1831.854,"w",2022-06-01,58957.95366
"USA","South Africa","7108","kg",133.005,NA,NA,7426854,"w",2022-06-01,58957.95366
"USA","South Africa","710812","kg",0.338,NA,NA,19109,"w",2022-06-01,58957.95366
"United Kingdom","South Africa","710813","kg",0.45,"g",450,1831.854,"w",2022-06-01,58957.95366
"USA","South Africa","710813","kg",132.667,NA,NA,7407745,"w",2022-06-01,58957.95366
"Belgium","South Africa","7108","kg",47.95,"kg",47.95,2076734.44,"w",2022-07-01,55826.47548
"Belgium","South Africa","710813","kg",47.95,"kg",47.95,2076734.44,"w",2022-07-01,55826.47548
"Canada","South Africa","7108","kg",735.537,"g",735537,44052138.518,"w",2022-07-01,55826.47548
"China","South Africa","7108","kg",27025.018,"g",27025018,1508561729,"b",2022-07-01,55826.47548
"Canada","South Africa","710812","kg",732.362,"g",732362,43964502.809,"w",2022-07-01,55826.47548
"China","South Africa","710812","kg",26546.9,"g",26546900,1484399393,"b",2022-07-01,55826.47548
"Canada","South Africa","710813","kg",3.175,"g",3175,87635.709,"w",2022-07-01,55826.47548
"China","South Africa","710813","kg",478.118,"g",478118,24162336,"b",2022-07-01,55826.47548
"Germany","South Africa","7108","kg",37.324,"g",37324,2010924.055,"w",2022-07-01,55826.47548
"China, Hong Kong SAR","South Africa","7108","kg",2500,"kg",2500,144415368.372,"b",2022-07-01,55826.47548
"Germany","South Africa","710812","kg",37.324,"g",37324,2010924.055,"w",2022-07-01,55826.47548
"China, Hong Kong SAR","South Africa","710812","kg",2500,"kg",2500,144415368.372,"b",2022-07-01,55826.47548
"Rwanda","Kenya","7108","kg",247,"kg",247,13643780.24,NA,2022-07-01,55826.47548
"Rwanda","Kenya","710812","kg",247,"kg",247,13643780.24,NA,2022-07-01,55826.47548
"Slovenia","Kenya","7108","kg",0.156,"g",155.608,8861.775,"w",2022-07-01,55826.47548
"Slovenia","Kenya","710812","kg",0.156,"g",155.608,8861.775,"w",2022-07-01,55826.47548
"India","South Africa","7108","kg",1450,"kg",1450,83179397.752,"b",2022-07-01,55826.47548
"India","South Africa","710812","kg",1450,"kg",1450,83179397.752,"b",2022-07-01,55826.47548
"Switzerland","South Africa","7108","kg",15880,"kg",15880,923396714.381,"w",2022-07-01,55826.47548
"Thailand","South Africa","7108","kg",264,"kg",264,15378628.695,NA,2022-07-01,55826.47548
"Switzerland","South Africa","710812","kg",15880,"kg",15880,923396714.381,"w",2022-07-01,55826.47548
"Thailand","South Africa","710812","kg",264,"kg",264,15378628.695,NA,2022-07-01,55826.47548
"Turkey","South Africa","7108","kg",200,"g",200000,12456842,"w",2022-07-01,55826.47548
"United Kingdom","South Africa","7108","kg",0.54,"g",540,3905.553,"w",2022-07-01,55826.47548
"USA","South Africa","7108","kg",68.563,NA,NA,3830412,"w",2022-07-01,55826.47548
"United Kingdom","South Africa","710811","kg",0.54,"g",540,3905.553,"w",2022-07-01,55826.47548
"Turkey","South Africa","710812","kg",200,"g",200000,12456842,"w",2022-07-01,55826.47548
"USA","South Africa","710812","kg",2.983,NA,NA,168574,"w",2022-07-01,55826.47548
"USA","South Africa","710813","kg",65.581,NA,NA,3661838,"w",2022-07-01,55826.47548
"Australia","South Africa","7108","kg",21.683,NA,NA,1225479.06,"w",2022-08-01,56768.49099
"Austria","South Africa","7108","kg",3.019,"g",3019,177822.902,"w",2022-08-01,56768.49099
"Australia","South Africa","710812","kg",21.683,NA,NA,1225479.06,"w",2022-08-01,56768.49099
"Austria","South Africa","710812","kg",3.019,"g",3019,177822.902,"w",2022-08-01,56768.49099
"Canada","South Africa","7108","kg",139.805,"g",139805,8603383.852,"w",2022-08-01,56768.49099
"China","South Africa","7108","kg",26890.473,"g",26890473,1514431008,"b",2022-08-01,56768.49099
"Canada","South Africa","710812","kg",139.805,"g",139805,8603383.852,"w",2022-08-01,56768.49099
"China","South Africa","710812","kg",26302.5,"g",26302500,1483894041,"b",2022-08-01,56768.49099
"China","South Africa","710813","kg",587.973,"g",587973,30536967,"b",2022-08-01,56768.49099
"Estonia","South Africa","7108","kg",9.331,"g",9331.04,518924.63,"w",2022-08-01,56768.49099
"Estonia","South Africa","710812","kg",9.331,"g",9331.04,518924.63,"w",2022-08-01,56768.49099
"Germany","South Africa","7108","kg",65.316,"g",65316,3617966.005,"w",2022-08-01,56768.49099
"China, Hong Kong SAR","South Africa","7108","kg",3000,"kg",3000,169992507.334,"b",2022-08-01,56768.49099
"Germany","South Africa","710812","kg",65.316,"g",65316,3617966.005,"w",2022-08-01,56768.49099
"China, Hong Kong SAR","South Africa","710812","kg",3000,"kg",3000,169992507.334,"b",2022-08-01,56768.49099
"Mauritius","South Africa","7108","kg",19,"kg",19,399629.245,NA,2022-08-01,56768.49099
"Mauritius","South Africa","710812","kg",19,"kg",19,399629.245,NA,2022-08-01,56768.49099
"Rwanda","Kenya","7108","kg",95,"kg",95,5209886.99,NA,2022-08-01,56768.49099
"Rwanda","Kenya","710812","kg",95,"kg",95,5209886.99,NA,2022-08-01,56768.49099
"India","South Africa","7108","kg",6250,"kg",6250,358571603.573,"b",2022-08-01,56768.49099
"Singapore","South Africa","7108","kg",0.84,"kg",0.84,47480.725,NA,2022-08-01,56768.49099
"India","South Africa","710812","kg",6250,"kg",6250,358571603.573,"b",2022-08-01,56768.49099
"Singapore","South Africa","710813","kg",0.84,"kg",0.84,47480.725,NA,2022-08-01,56768.49099
"Switzerland","South Africa","7108","kg",5462,"kg",5462,308654835.502,"w",2022-08-01,56768.49099
"Thailand","South Africa","7108","kg",5,"kg",5,287486.098,NA,2022-08-01,56768.49099
"Switzerland","South Africa","710812","kg",5462,"kg",5462,308654835.502,"w",2022-08-01,56768.49099
"Thailand","South Africa","710812","kg",5,"kg",5,287486.098,NA,2022-08-01,56768.49099
"USA","Kenya","7108","kg",1.893,NA,NA,107000,"w",2022-08-01,56768.49099
"USA","Kenya","710812","kg",1.893,NA,NA,107000,"w",2022-08-01,56768.49099
"Turkey","South Africa","7108","kg",1538.062,"g",1538062,87793440,"w",2022-08-01,56768.49099
"USA","South Africa","7108","kg",31.885,NA,NA,1780369,"w",2022-08-01,56768.49099
"Turkey","South Africa","710812","kg",1538.062,"g",1538062,87793440,"w",2022-08-01,56768.49099
"USA","South Africa","710813","kg",31.885,NA,NA,1780369,"w",2022-08-01,56768.49099
"Australia","South Africa","7108","kg",3.077,NA,NA,171790.039,"w",2022-09-01,54109.6281
"Australia","South Africa","710813","kg",3.077,NA,NA,171790.039,"w",2022-09-01,54109.6281
"Canada","South Africa","7108","kg",118.982,"g",118982,7300378.701,"w",2022-09-01,54109.6281
"China","South Africa","7108","kg",27099.4,"g",27099400,1463126141,"b",2022-09-01,54109.6281
"Canada","South Africa","710812","kg",118.982,"g",118982,7300378.701,"w",2022-09-01,54109.6281
"China","South Africa","710812","kg",26304.4,"g",26304400,1421304793,"b",2022-09-01,54109.6281
"China","South Africa","710813","kg",795,"g",795000,41821348,"b",2022-09-01,54109.6281
"Germany","South Africa","7108","kg",38.799,"g",38799,2096221.636,"w",2022-09-01,54109.6281
"China, Hong Kong SAR","South Africa","7108","kg",2000,"kg",2000,107530509.765,"b",2022-09-01,54109.6281
"Germany","South Africa","710812","kg",38.799,"g",38799,2096221.636,"w",2022-09-01,54109.6281
"China, Hong Kong SAR","South Africa","710812","kg",2000,"kg",2000,107530509.765,"b",2022-09-01,54109.6281
"Italy","South Africa","7108","kg",401.103,NA,NA,21693156.376,"w",2022-09-01,54109.6281
"Mauritius","South Africa","7108","kg",1,"kg",1,1713.024,NA,2022-09-01,54109.6281
"Italy","South Africa","710812","kg",358.103,"g",358103,19974009.992,"w",2022-09-01,54109.6281
"Italy","South Africa","710813","kg",43,"kg",43,1719146.384,"w",2022-09-01,54109.6281
"Mauritius","South Africa","710813","kg",1,"kg",1,1713.024,NA,2022-09-01,54109.6281
"Rwanda","Kenya","7108","kg",174,"kg",174,9575260.02,NA,2022-09-01,54109.6281
"Rwanda","Kenya","710812","kg",174,"kg",174,9575260.02,NA,2022-09-01,54109.6281
