"date","partnerDesc","reporterDesc","cmdCode","qtyUnitAbbr","qty","altQtyUnitAbbr","altQty","primaryValue","bricsflag"
2023-01-01,"Singapore","South Africa",7108,"kg",388.01,"kg",388.01,23437965.219,NA
2023-01-01,"India","South Africa",710812,"kg",77119,"kg",77119,4821498498.281,"b"
2023-01-01,"Singapore","South Africa",710813,"kg",388.01,"kg",388.01,23437965.219,NA
2023-01-01,"Spain","South Africa",7108,"kg",250.722,"g",250722,15740057.263,"w"
2023-01-01,"Spain","South Africa",710813,"kg",250.722,"g",250722,15740057.263,"w"
2023-01-01,"United Arab Emirates","Kenya",7108,"kg",9394.827,NA,NA,569970841.568,NA
2023-01-01,"United Arab Emirates","Kenya",710811,"kg",7.75,NA,NA,461081.811,NA
2023-01-01,"United Arab Emirates","Kenya",710812,"kg",9387.077,NA,NA,569509759.756,NA
2023-01-01,"Eswatini","South Africa",7108,NA,NA,NA,NA,4409.29,NA
2023-01-01,"Switzerland","South Africa",7108,"kg",59508,"kg",59508,3749197198.735,"w"
2023-01-01,"Thailand","South Africa",7108,"kg",60,"kg",60,3776279.053,NA
2023-01-01,"United Arab Emirates","South Africa",7108,"kg",17076.443,NA,NA,1035739244.798,NA
2023-01-01,"Eswatini","South Africa",710811,NA,NA,"kg",5,21.43,NA
2023-01-01,"Eswatini","South Africa",710812,NA,NA,"kg",14,223.94,NA
2023-01-01,"Switzerland","South Africa",710812,"kg",59507,"kg",59507,3749193632.971,"w"
2023-01-01,"Thailand","South Africa",710812,"kg",60,"kg",60,3776279.053,NA
2023-01-01,"United Arab Emirates","South Africa",710812,"kg",16936.631,NA,NA,1027537806.982,NA
2023-01-01,"Eswatini","South Africa",710813,NA,NA,"kg",34,4163.92,NA
2023-01-01,"Switzerland","South Africa",710813,"kg",1,"kg",1,3565.764,"w"
2023-01-01,"United Arab Emirates","South Africa",710813,"kg",139.812,NA,NA,8201437.816,NA
2023-01-01,"Uganda","Kenya",7108,"kg",247.29,"g",247289.6,16126737.63,NA
2023-01-01,"USA","Kenya",7108,"kg",12.947,"g",12947,706000,"w"
2023-01-01,"Uganda","Kenya",710812,"kg",247.29,"g",247289.6,16126737.63,NA
2023-01-01,"USA","Kenya",710812,"kg",12.947,"g",12947,706000,"w"
2023-01-01,"Turkey","South Africa",7108,"kg",1706.174,"g",1706174,104669587,"w"
2023-01-01,"Uganda","South Africa",7108,"kg",2087.231,"g",2087231,131661105.3,NA
2023-01-01,"United Kingdom","South Africa",7108,"kg",32381.599,"g",32381599,2033242715.346,"w"
2023-01-01,"United Rep. of Tanzania","South Africa",7108,"kg",0.014,"g",13.7,911.54,NA
2023-01-01,"USA","South Africa",7108,"kg",14839.504,"g",14839504,942505645,"w"
2023-01-01,"Zambia","South Africa",7108,"kg",0.001,"g",1,5687.083,NA
2023-01-01,"Turkey","South Africa",710812,"kg",1706.174,"g",1706174,104669587,"w"
2023-01-01,"Uganda","South Africa",710812,"kg",2026.009,"g",2026009,127734286.2,NA
2023-01-01,"USA","South Africa",710812,"kg",14609.95,"g",14609950,928317108,"w"
2023-01-01,"Zambia","South Africa",710812,"kg",0.001,"g",1,5687.083,NA
2023-01-01,"Uganda","South Africa",710813,"kg",61.222,"g",61222,3926819.1,NA
2023-01-01,"United Kingdom","South Africa",710813,"kg",32381.599,"g",32381599,2033242715.346,"w"
2023-01-01,"United Rep. of Tanzania","South Africa",710813,"kg",0.014,"g",13.7,911.54,NA
2023-01-01,"USA","South Africa",710813,"kg",229.554,"g",229554,14188537,"w"
