HS2,HS2 ID,HS4,HS4 ID,Section,Section ID,Trade Value,Year
Organic chemicals,629,Carboxyimide Compounds,62925,Chemical Products,6,21110555,2022
Organic chemicals,629,Nitrile Compounds,62926,Chemical Products,6,125745360,2022
Organic chemicals,629,"Diazo, Azo or Aoxy Compounds",62927,Chemical Products,6,109014,2022
Organic chemicals,629,Hydrazine or Hydroxylamine Derivatives,62928,Chemical Products,6,5399968,2022
Organic chemicals,629,Other Nitrogen Compounds,62929,Chemical Products,6,5918177,2022
Organic chemicals,629,Organo-Sulfur Compounds,62930,Chemical Products,6,58790593,2022
Organic chemicals,629,Other Organo-Inorganic Compounds,62931,Chemical Products,6,84944794,2022
Organic chemicals,629,Oxygen Heterocyclic Compounds,62932,Chemical Products,6,63380061,2022
Organic chemicals,629,Nitrogen Heterocyclic Compounds,62933,Chemical Products,6,326408380,2022
Organic chemicals,629,Nucleic Acids,62934,Chemical Products,6,124399401,2022
Organic chemicals,629,Sulfonamides,62935,Chemical Products,6,12373610,2022
Organic chemicals,629,Vitamins,62936,Chemical Products,6,212886104,2022
Organic chemicals,629,Hormones,62937,Chemical Products,6,47757224,2022
Organic chemicals,629,Glycosides,62938,Chemical Products,6,6963581,2022
Organic chemicals,629,Vegetable Alkaloids,62939,Chemical Products,6,1242844,2022
Organic chemicals,629,Chemically Pure Sugars,62940,Chemical Products,6,22023305,2022
Organic chemicals,629,Antibiotics,62941,Chemical Products,6,59115773,2022
Organic chemicals,629,Other Organic Compounds,62942,Chemical Products,6,10755192,2022
Pharmaceutical products,630,Glands and Other Organs,63001,Chemical Products,6,77901960,2022
Pharmaceutical products,630,"Vaccines, blood, antisera, toxins and cultures",63002,Chemical Products,6,5838616838,2022
Pharmaceutical products,630,Unpackaged Medicaments,63003,Chemical Products,6,4848255,2022
Pharmaceutical products,630,Packaged Medicaments,63004,Chemical Products,6,2805480286,2022
Pharmaceutical products,630,Bandages,63005,Chemical Products,6,71025842,2022
Pharmaceutical products,630,Special Pharmaceuticals,63006,Chemical Products,6,170479635,2022
Fertilizers,631,Animal or Vegetable Fertilizers,63101,Chemical Products,6,558964,2022
Fertilizers,631,Nitrogenous Fertilizers,63102,Chemical Products,6,848096,2022
Fertilizers,631,Potassic Fertilizers,63104,Chemical Products,6,246128102,2022
Fertilizers,631,Mixed Mineral or Chemical Fertilizers,63105,Chemical Products,6,28293202,2022
"Paints, dyes, & varnishes",632,Vegetable Tanning Extracts,63201,Chemical Products,6,37667,2022
"Paints, dyes, & varnishes",632,Synthetic Tanning Extracts,63202,Chemical Products,6,793130,2022
"Paints, dyes, & varnishes",632,Vegetable or Animal Dyes,63203,Chemical Products,6,4670297,2022
"Paints, dyes, & varnishes",632,Synthetic Coloring Matter,63204,Chemical Products,6,56197953,2022
"Paints, dyes, & varnishes",632,Lake Pigments,63205,Chemical Products,6,3804463,2022
"Paints, dyes, & varnishes",632,Other Coloring Matter,63206,Chemical Products,6,75284418,2022
"Paints, dyes, & varnishes",632,Prepared Pigments,63207,Chemical Products,6,26133571,2022
"Paints, dyes, & varnishes",632,Nonaqueous Paints,63208,Chemical Products,6,84156687,2022
"Paints, dyes, & varnishes",632,Aqueous Paints,63209,Chemical Products,6,38329444,2022
"Paints, dyes, & varnishes",632,Other Paints,63210,Chemical Products,6,3331929,2022
"Paints, dyes, & varnishes",632,Prepared Paint Driers,63211,Chemical Products,6,575505,2022
"Paints, dyes, & varnishes",632,Nonaqueous Pigments,63212,Chemical Products,6,16730435,2022
"Paints, dyes, & varnishes",632,Artistry Paints,63213,Chemical Products,6,2381499,2022
"Paints, dyes, & varnishes",632,Glaziers Putty,63214,Chemical Products,6,52319330,2022
"Paints, dyes, & varnishes",632,Ink,63215,Chemical Products,6,24293353,2022
Perfumery & cosmetics,633,Essential Oils,63301,Chemical Products,6,90573443,2022
Perfumery & cosmetics,633,Scented Mixtures,63302,Chemical Products,6,85483936,2022
Perfumery & cosmetics,633,Perfumes,63303,Chemical Products,6,25927339,2022
Perfumery & cosmetics,633,Beauty Products,63304,Chemical Products,6,745738376,2022
Perfumery & cosmetics,633,Hair Products,63305,Chemical Products,6,28890552,2022
Perfumery & cosmetics,633,Dental Products,63306,Chemical Products,6,24260178,2022
Perfumery & cosmetics,633,Shaving Products,63307,Chemical Products,6,72527268,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Soap,63401,Chemical Products,6,10118842,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Cleaning Products,63402,Chemical Products,6,246931870,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Lubricating Products,63403,Chemical Products,6,223898828,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Waxes,63404,Chemical Products,6,91371891,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Polishes and Creams,63405,Chemical Products,6,59245700,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Candles,63406,Chemical Products,6,4195484,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Pastes and Waxes,63407,Chemical Products,6,3958237,2022
"Glues, starches, & albuminoid products",635,Casein,63501,Chemical Products,6,1682294,2022
"Glues, starches, & albuminoid products",635,Water Soluble Proteins,63502,Chemical Products,6,102183694,2022
"Glues, starches, & albuminoid products",635,Gelatin,63503,Chemical Products,6,2336884,2022
"Glues, starches, & albuminoid products",635,Peptones,63504,Chemical Products,6,52450995,2022
"Glues, starches, & albuminoid products",635,Dextrins,63505,Chemical Products,6,46699986,2022
"Glues, starches, & albuminoid products",635,Glues,63506,Chemical Products,6,125114046,2022
"Glues, starches, & albuminoid products",635,Enzymes,63507,Chemical Products,6,93051538,2022
"Explosives, matches, & fireworks",636,Propellant Powders,63601,Chemical Products,6,2751115,2022
"Explosives, matches, & fireworks",636,Prepared Explosives,63602,Chemical Products,6,9793724,2022
"Explosives, matches, & fireworks",636,Detonating Fuses,63603,Chemical Products,6,28103413,2022
"Explosives, matches, & fireworks",636,Fireworks,63604,Chemical Products,6,2363588,2022
"Explosives, matches, & fireworks",636,Pyrophoric Alloys,63606,Chemical Products,6,7874921,2022
Photo & movie goods,637,Photographic Plates,63701,Chemical Products,6,77650148,2022
Photo & movie goods,637,Photographic Film,63702,Chemical Products,6,380961199,2022
Photo & movie goods,637,Photographic Paper,63703,Chemical Products,6,2885194,2022
Photo & movie goods,637,Undeveloped Exposed Photographic Material,63704,Chemical Products,6,8093,2022
Photo & movie goods,637,Developed Exposed Photographic Material,63705,Chemical Products,6,21205479,2022
Photo & movie goods,637,"Motion-picture film, exposed and developed",63706,Chemical Products,6,22585,2022
Photo & movie goods,637,Photographic Chemicals,63707,Chemical Products,6,91175915,2022
Chemical products n.e.s.,638,Artificial Graphite,63801,Chemical Products,6,36979285,2022
Chemical products n.e.s.,638,Activated Carbon,63802,Chemical Products,6,35265202,2022
Chemical products n.e.s.,638,Tall Oil,63803,Chemical Products,6,3482805,2022
Chemical products n.e.s.,638,Wood Pulp Lyes,63804,Chemical Products,6,14134533,2022
Chemical products n.e.s.,638,Turpentine,63805,Chemical Products,6,783078,2022
Chemical products n.e.s.,638,Rosin,63806,Chemical Products,6,12835674,2022
Chemical products n.e.s.,638,"Wood Tar, Oils and Pitch",63807,Chemical Products,6,2890746,2022
Chemical products n.e.s.,638,Pesticides,63808,Chemical Products,6,107859632,2022
Chemical products n.e.s.,638,Dyeing Finishing Agents,63809,Chemical Products,6,57991481,2022
Chemical products n.e.s.,638,Metal Pickling Preparations,63810,Chemical Products,6,18711794,2022
Chemical products n.e.s.,638,Antiknock,63811,Chemical Products,6,316172482,2022
Chemical products n.e.s.,638,Prepared Rubber Accelerators,63812,Chemical Products,6,27654945,2022
Chemical products n.e.s.,638,Fire Extinguishers Preparations,63813,Chemical Products,6,799969,2022
Chemical products n.e.s.,638,Organic Composite Solvents,63814,Chemical Products,6,14278882,2022
Chemical products n.e.s.,638,Reaction and Catalytic Products,63815,Chemical Products,6,671183918,2022
Chemical products n.e.s.,638,Refractory Cements,63816,Chemical Products,6,3175922,2022
Chemical products n.e.s.,638,Alkylbenzenes and Alkylnaphthalenes,63817,Chemical Products,6,11255390,2022
Chemical products n.e.s.,638,Disc Chemicals for Electronics,63818,Chemical Products,6,211702983,2022
Chemical products n.e.s.,638,Hydraulic Brake Fluid,63819,Chemical Products,6,5417078,2022
Chemical products n.e.s.,638,Antifreeze,63820,Chemical Products,6,4345501,2022
Chemical products n.e.s.,638,Micro-Organism Culture Preparations,63821,Chemical Products,6,167991705,2022
Chemical products n.e.s.,638,Laboratory Reagents,63822,Chemical Products,6,1442764900,2022
Chemical products n.e.s.,638,"Industrial Fatty Acids, Oils and Alcohols",63823,Chemical Products,6,4949233,2022
Chemical products n.e.s.,638,Prepr binder for foundry,63824,Chemical Products,6,637596371,2022
Plastics & articles thereof,739,Ethylene Polymers,73901,Plastics and Rubbers,7,1692830532,2022
Plastics & articles thereof,739,Propylene Polymers,73902,Plastics and Rubbers,7,135367432,2022
Plastics & articles thereof,739,Styrene Polymers,73903,Plastics and Rubbers,7,131091043,2022
Plastics & articles thereof,739,Vinyl Chloride Polymers,73904,Plastics and Rubbers,7,242096427,2022
Plastics & articles thereof,739,Other Vinyl Polymers,73905,Plastics and Rubbers,7,88056477,2022
Plastics & articles thereof,739,Acrylic Polymers,73906,Plastics and Rubbers,7,147554572,2022
Plastics & articles thereof,739,Polyacetals,73907,Plastics and Rubbers,7,1067693450,2022
Plastics & articles thereof,739,Polyamides,73908,Plastics and Rubbers,7,319335703,2022
Plastics & articles thereof,739,Amino-resins,73909,Plastics and Rubbers,7,106870199,2022
Plastics & articles thereof,739,Silicone,73910,Plastics and Rubbers,7,196638273,2022
Plastics & articles thereof,739,Petroleum Resins,73911,Plastics and Rubbers,7,224634256,2022
Plastics & articles thereof,739,Cellulose,73912,Plastics and Rubbers,7,296605168,2022
Plastics & articles thereof,739,Natural Polymers,73913,Plastics and Rubbers,7,33969310,2022
Plastics & articles thereof,739,Polymer Ion-Exchangers,73914,Plastics and Rubbers,7,35397385,2022
Plastics & articles thereof,739,Scrap Plastic,73915,Plastics and Rubbers,7,1576026,2022
Plastics & articles thereof,739,Monofilament,73916,Plastics and Rubbers,7,20433415,2022
Plastics & articles thereof,739,Plastic Pipes,73917,Plastics and Rubbers,7,184484542,2022
Plastics & articles thereof,739,Plastic Floor Coverings,73918,Plastics and Rubbers,7,2603336,2022
Plastics & articles thereof,739,Self-adhesive Plastics,73919,Plastics and Rubbers,7,436569989,2022
Plastics & articles thereof,739,Raw Plastic Sheeting,73920,Plastics and Rubbers,7,560390493,2022
Plastics & articles thereof,739,Other Plastic Sheetings,73921,Plastics and Rubbers,7,349889428,2022
Plastics & articles thereof,739,Plastic Wash Basins,73922,Plastics and Rubbers,7,632738,2022
Plastics & articles thereof,739,Plastic Lids,73923,Plastics and Rubbers,7,142417012,2022
Plastics & articles thereof,739,Plastic Housewares,73924,Plastics and Rubbers,7,4948976,2022
Plastics & articles thereof,739,Plastic Building Materials,73925,Plastics and Rubbers,7,6808879,2022
Plastics & articles thereof,739,Other Plastic Products,73926,Plastics and Rubbers,7,643653240,2022
Rubber & articles thereof,740,Rubber,74001,Plastics and Rubbers,7,1801493,2022
Rubber & articles thereof,740,Synthetic Rubber,74002,Plastics and Rubbers,7,148794962,2022
Rubber & articles thereof,740,Reclaimed Rubber,74003,Plastics and Rubbers,7,884073,2022
Rubber & articles thereof,740,Scrap Rubber,74004,Plastics and Rubbers,7,82903,2022
Rubber & articles thereof,740,Compounded Unvulcanised Rubber,74005,Plastics and Rubbers,7,55796986,2022
Rubber & articles thereof,740,Unvulcanised Rubber Products,74006,Plastics and Rubbers,7,6447534,2022
Rubber & articles thereof,740,Rubber Thread,74007,Plastics and Rubbers,7,171241,2022
Rubber & articles thereof,740,Rubber Sheets,74008,Plastics and Rubbers,7,8681401,2022
Rubber & articles thereof,740,Rubber Pipes,74009,Plastics and Rubbers,7,39111909,2022
Rubber & articles thereof,740,Rubber Belting,74010,Plastics and Rubbers,7,9420336,2022
Rubber & articles thereof,740,Rubber Tires,74011,Plastics and Rubbers,7,43348517,2022
Rubber & articles thereof,740,Used Rubber Tires,74012,Plastics and Rubbers,7,441151,2022
Rubber & articles thereof,740,Rubber Inner Tubes,74013,Plastics and Rubbers,7,841609,2022
Rubber & articles thereof,740,Pharmaceutical Rubber Products,74014,Plastics and Rubbers,7,2124325,2022
Rubber & articles thereof,740,Rubber Apparel,74015,Plastics and Rubbers,7,6865633,2022
Rubber & articles thereof,740,Other Rubber Products,74016,Plastics and Rubbers,7,136545672,2022
Rubber & articles thereof,740,Hard Rubber,74017,Plastics and Rubbers,7,150329,2022
Raw hides & skin (non-fur),841,Equine and Bovine Hides,84101,Animal Hides,8,1284932,2022
Raw hides & skin (non-fur),841,Sheep Hides,84102,Animal Hides,8,4728957,2022
Raw hides & skin (non-fur),841,Other Hides and Skins,84103,Animal Hides,8,1467508,2022
Raw hides & skin (non-fur),841,Tanned Equine and Bovine Hides,84104,Animal Hides,8,613637246,2022
Raw hides & skin (non-fur),841,Tanned Sheep Hides,84105,Animal Hides,8,6461,2022
Raw hides & skin (non-fur),841,Tanned Goat Hides,84106,Animal Hides,8,3306,2022
Raw hides & skin (non-fur),841,Leather of Other Animals,84107,Animal Hides,8,4695239,2022
Raw hides & skin (non-fur),841,Chamois Leather,84108,Animal Hides,8,12292,2022
Raw hides & skin (non-fur),841,Patent Leather,84109,Animal Hides,8,43365,2022
Raw hides & skin (non-fur),841,Leather Sheets,84111,Animal Hides,8,224541,2022
Leather articles,842,Saddlery,84201,Animal Hides,8,682163,2022
Leather articles,842,Trunks and Cases,84202,Animal Hides,8,45332500,2022
Leather articles,842,Leather Apparel,84203,Animal Hides,8,3177289,2022
Leather articles,842,Other Leather Articles,84205,Animal Hides,8,466159,2022
"Furskins, articifial fur, & articles",843,Raw Furskins,84301,Animal Hides,8,88842,2022
"Furskins, articifial fur, & articles",843,Tanned Furskins,84302,Animal Hides,8,82867,2022
"Furskins, articifial fur, & articles",843,Furskin Apparel,84303,Animal Hides,8,496572,2022
"Furskins, articifial fur, & articles",843,Artificial Fur,84304,Animal Hides,8,4073,2022
"Wood, wood articles, & charcoal",944,Fuel Wood,94401,Wood Products,9,61402897,2022
"Wood, wood articles, & charcoal",944,Wood Charcoal,94402,Wood Products,9,11194,2022
"Wood, wood articles, & charcoal",944,Rough Wood,94403,Wood Products,9,746996405,2022
"Wood, wood articles, & charcoal",944,Wood Stakes,94404,Wood Products,9,38821,2022
"Wood, wood articles, & charcoal",944,Railroad Ties,94406,Wood Products,9,27930,2022
"Wood, wood articles, & charcoal",944,Sawn Wood,94407,Wood Products,9,869376788,2022
"Wood, wood articles, & charcoal",944,Veneer Sheets,94408,Wood Products,9,4788443,2022
"Wood, wood articles, & charcoal",944,Shaped Wood,94409,Wood Products,9,1210220,2022
"Wood, wood articles, & charcoal",944,Particle Board,94410,Wood Products,9,200994,2022
"Wood, wood articles, & charcoal",944,Wood Fiberboard,94411,Wood Products,9,354001,2022
"Wood, wood articles, & charcoal",944,Plywood,94412,Wood Products,9,167857,2022
"Wood, wood articles, & charcoal",944,Densified Wood,94413,Wood Products,9,46202,2022
"Wood, wood articles, & charcoal",944,Wood Frames,94414,Wood Products,9,110881,2022
"Wood, wood articles, & charcoal",944,Wood Crates,94415,Wood Products,9,3793957,2022
"Wood, wood articles, & charcoal",944,Wood Barrels,94416,Wood Products,9,11255246,2022
"Wood, wood articles, & charcoal",944,Wooden Tool Handles,94417,Wood Products,9,134907,2022
"Wood, wood articles, & charcoal",944,Wood Carpentry,94418,Wood Products,9,191198,2022
"Wood, wood articles, & charcoal",944,Wood Kitchenware,94419,Wood Products,9,278986,2022
"Wood, wood articles, & charcoal",944,Wood Ornaments,94420,Wood Products,9,348461,2022
"Wood, wood articles, & charcoal",944,Other Wood Articles,94421,Wood Products,9,385752,2022
Cork & cork articles,945,Raw Cork,94501,Wood Products,9,42784,2022
Cork & cork articles,945,Debacked Cork,94502,Wood Products,9,101600,2022
Cork & cork articles,945,Natural Cork Articles,94503,Wood Products,9,30730,2022
Cork & cork articles,945,Agglomerated Cork,94504,Wood Products,9,108572,2022
Straw & esparto manufactures,946,Plaiting Products,94601,Wood Products,9,115902,2022
Straw & esparto manufactures,946,Basketwork,94602,Wood Products,9,104079,2022
Wood pulp & paper scrap,1047,Mechanical Wood Pulp,104701,Paper Goods,10,59861372,2022
Wood pulp & paper scrap,1047,Dissolving Grades Chemical Woodpulp,104702,Paper Goods,10,354914125,2022
Wood pulp & paper scrap,1047,Sulfate Chemical Woodpulp,104703,Paper Goods,10,1318372289,2022
Wood pulp & paper scrap,1047,Sulfite Chemical Woodpulp,104704,Paper Goods,10,1518568,2022
Wood pulp & paper scrap,1047,Semi chemical Woodpulp,104705,Paper Goods,10,873101,2022
Wood pulp & paper scrap,1047,Recovered Paper Pulp,104706,Paper Goods,10,212150531,2022
Wood pulp & paper scrap,1047,Recovered Paper,104707,Paper Goods,10,68162991,2022
Paper articles,1048,Newsprint,104801,Paper Goods,10,1485335,2022
Paper articles,1048,Uncoated Paper,104802,Paper Goods,10,3360487,2022
Paper articles,1048,Tissue,104803,Paper Goods,10,1871748,2022
Paper articles,1048,Kraft Paper,104804,Paper Goods,10,320542365,2022
Paper articles,1048,Other Uncoated Paper,104805,Paper Goods,10,14861989,2022
Paper articles,1048,Vegetable Parchment,104806,Paper Goods,10,10892361,2022
Paper articles,1048,Composite Paper,104807,Paper Goods,10,2776784,2022
Paper articles,1048,Corrugated Paper,104808,Paper Goods,10,7893447,2022
Paper articles,1048,Carbon Paper,104809,Paper Goods,10,110438,2022
Paper articles,1048,Kaolin Coated Paper,104810,Paper Goods,10,90161263,2022
Paper articles,1048,Cellulose Fibers Paper,104811,Paper Goods,10,91334028,2022
Paper articles,1048,Paper Pulp Filter Blocks,104812,Paper Goods,10,93032,2022
Paper articles,1048,Wallpaper,104814,Paper Goods,10,565990,2022
Paper articles,1048,Other Carbon Paper,104816,Paper Goods,10,169674,2022
Paper articles,1048,Letter Stock,104817,Paper Goods,10,403863,2022
Paper articles,1048,Toilet Paper,104818,Paper Goods,10,9162260,2022
Paper articles,1048,Paper Containers,104819,Paper Goods,10,7880851,2022
Paper articles,1048,Paper Notebooks,104820,Paper Goods,10,1788444,2022
Paper articles,1048,Paper Labels,104821,Paper Goods,10,28797580,2022
Paper articles,1048,Paper Spools,104822,Paper Goods,10,33350,2022
Paper articles,1048,Shaped Paper,104823,Paper Goods,10,17027977,2022
"Books, newspapers, & other prints",1049,Brochures,104901,Paper Goods,10,33934291,2022
"Books, newspapers, & other prints",1049,Newspapers,104902,Paper Goods,10,8193421,2022
"Books, newspapers, & other prints",1049,Children's Picture Books,104903,Paper Goods,10,362411,2022
"Books, newspapers, & other prints",1049,Sheet Music,104904,Paper Goods,10,289185,2022
"Books, newspapers, & other prints",1049,Maps,104905,Paper Goods,10,4415115,2022
"Books, newspapers, & other prints",1049,Architectural Plans,104906,Paper Goods,10,3486148,2022
"Books, newspapers, & other prints",1049,Documents of title (bonds etc) and unused stamps,104907,Paper Goods,10,1067647,2022
"Books, newspapers, & other prints",1049,Decals,104908,Paper Goods,10,2390085,2022
"Books, newspapers, & other prints",1049,Postcards,104909,Paper Goods,10,167615,2022
"Books, newspapers, & other prints",1049,Calendars,104910,Paper Goods,10,11163,2022
"Books, newspapers, & other prints",1049,Other Printed Material,104911,Paper Goods,10,103963629,2022
Silk,1150,Silk-worm Cocoons,115001,Textiles,11,6565,2022
Silk,1150,Raw Silk,115002,Textiles,11,3689,2022
Silk,1150,Non-Retail Silk Yarn,115004,Textiles,11,1698,2022
Silk,1150,Retail Silk Yarn,115006,Textiles,11,41300,2022
Silk,1150,Silk Fabrics,115007,Textiles,11,13428,2022
Wool & animal hair,1151,Wool,115101,Textiles,11,8574544,2022
Wool & animal hair,1151,Animal Hair,115102,Textiles,11,104,2022
Wool & animal hair,1151,Prepared Wool or Animal Hair,115105,Textiles,11,13562,2022
Wool & animal hair,1151,Non-Retail Carded Wool Yarn,115106,Textiles,11,6998,2022
Wool & animal hair,1151,Non-Retail Combed Wool Yarn,115107,Textiles,11,24936,2022
Wool & animal hair,1151,Retail Wool or Animal Hair Yarn,115109,Textiles,11,428949,2022
Wool & animal hair,1151,Carded Wool or Animal Hair Fabric,115111,Textiles,11,286979,2022
Wool & animal hair,1151,Combed Wool or Animal Hair Fabric,115112,Textiles,11,104397,2022
Cotton,1152,Raw Cotton,115201,Textiles,11,2911662862,2022
Cotton,1152,Cotton Waste,115202,Textiles,11,3525,2022
Cotton,1152,Prepared Cotton,115203,Textiles,11,1169432,2022
Cotton,1152,Cotton Sewing Thread,115204,Textiles,11,5415,2022
Cotton,1152,Non-Retail Pure Cotton Yarn,115205,Textiles,11,114698,2022
Cotton,1152,Non-Retail Mixed Cotton Yarn,115206,Textiles,11,59362,2022
Cotton,1152,Retail Cotton Yarn,115207,Textiles,11,1234,2022
Cotton,1152,Light Pure Woven Cotton,115208,Textiles,11,581031,2022
Cotton,1152,Heavy Pure Woven Cotton,115209,Textiles,11,382102,2022
Cotton,1152,Light Mixed Woven Cotton,115210,Textiles,11,2501646,2022
Cotton,1152,Heavy Mixed Woven Cotton,115211,Textiles,11,292282,2022
Cotton,1152,Other Cotton Fabrics,115212,Textiles,11,70237,2022
"Vegetable textile fibers, paper yarn & fabrics",1153,Flax Fibers,115301,Textiles,11,6643,2022
"Vegetable textile fibers, paper yarn & fabrics",1153,Flax Yarn,115306,Textiles,11,4033,2022
"Vegetable textile fibers, paper yarn & fabrics",1153,Jute Yarn,115307,Textiles,11,39732,2022
"Vegetable textile fibers, paper yarn & fabrics",1153,Flax Woven Fabric,115309,Textiles,11,191114,2022
"Vegetable textile fibers, paper yarn & fabrics",1153,Jute Woven Fabric,115310,Textiles,11,2919,2022
"Vegetable textile fibers, paper yarn & fabrics",1153,Other Vegetable Fibers Fabric,115311,Textiles,11,16065,2022
Man-made filaments,1154,Artificial Filament Sewing Thread,115401,Textiles,11,1822593,2022
Man-made filaments,1154,Non-Retail Synthetic Filament Yarn,115402,Textiles,11,42436344,2022
Man-made filaments,1154,Non-Retail Artificial Filament Yarn,115403,Textiles,11,26659814,2022
Man-made filaments,1154,Synthetic Monofilament,115404,Textiles,11,12029541,2022
Man-made filaments,1154,Retail Artificial Filament Yarn,115406,Textiles,11,462542,2022
Man-made filaments,1154,Synthetic Filament Yarn Woven Fabric,115407,Textiles,11,18815863,2022
Man-made filaments,1154,Artificial Filament Yarn Woven Fabric,115408,Textiles,11,173465,2022
Man-made staple fibres,1155,Synthetic Filament Tow,115501,Textiles,11,2147469,2022
Man-made staple fibres,1155,Artificial Filament Tow,115502,Textiles,11,58282,2022
Man-made staple fibres,1155,Unprocessed Synthetic Staple Fibers,115503,Textiles,11,31871490,2022
Man-made staple fibres,1155,Unprocessed Artificial Staple Fibers,115504,Textiles,11,12214359,2022
Man-made staple fibres,1155,Artificial Fibers Waste,115505,Textiles,11,17620,2022
Man-made staple fibres,1155,Processed Synthetic Staple Fibers,115506,Textiles,11,111926,2022
Man-made staple fibres,1155,Non-Retail Artificial Staple Fibers Sewing Thread,115508,Textiles,11,52614,2022
Man-made staple fibres,1155,Non-Retail Synthetic Staple Fibers Yarn,115509,Textiles,11,425423,2022
Man-made staple fibres,1155,Non-Retail Artificial Staple Fibers Yarn,115510,Textiles,11,9489,2022
Man-made staple fibres,1155,Synthetic Fabrics,115512,Textiles,11,17808290,2022
Man-made staple fibres,1155,Light Synthetic Cotton Fabrics,115513,Textiles,11,64451,2022
Man-made staple fibres,1155,Heavy Synthetic Cotton Fabrics,115514,Textiles,11,1296960,2022
Man-made staple fibres,1155,Other Synthetic Fabrics,115515,Textiles,11,1698859,2022
Man-made staple fibres,1155,Woven Fabric of Synthetic Staple Fibers,115516,Textiles,11,219189,2022
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Wadding,115601,Textiles,11,11387885,2022
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Felt,115602,Textiles,11,4026917,2022
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Non-woven Textiles,115603,Textiles,11,162669802,2022
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Rubber Textiles,115604,Textiles,11,1890418,2022
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Metallic Yarn,115605,Textiles,11,465876,2022
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Gimp Yarn,115606,Textiles,11,1093527,2022
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Twine and Rope,115607,Textiles,11,23385230,2022
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",115608,Textiles,11,104152,2022
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Other Articles of Twine and Rope,115609,Textiles,11,678148,2022
Carpets & textile floor covers,1157,Knotted Carpets,115701,Textiles,11,95890,2022
Carpets & textile floor covers,1157,Hand-Woven Rugs,115702,Textiles,11,855045,2022
Carpets & textile floor covers,1157,Tufted Carpets,115703,Textiles,11,2096528,2022
Carpets & textile floor covers,1157,Felt Carpets,115704,Textiles,11,282064,2022
Carpets & textile floor covers,1157,Other Carpets,115705,Textiles,11,625367,2022
Special woven fabrics and tapestries,1158,Woven Fabrics,115801,Textiles,11,3083315,2022
Special woven fabrics and tapestries,1158,Terry Fabric,115802,Textiles,11,57383,2022
Special woven fabrics and tapestries,1158,Gauze,115803,Textiles,11,54162,2022
Special woven fabrics and tapestries,1158,Tulles and Net Fabric,115804,Textiles,11,271833,2022
Special woven fabrics and tapestries,1158,Hand-Woven Tapestries,115805,Textiles,11,23297,2022
Special woven fabrics and tapestries,1158,Narrow Woven Fabric,115806,Textiles,11,4660453,2022
Special woven fabrics and tapestries,1158,Labels,115807,Textiles,11,1258175,2022
Special woven fabrics and tapestries,1158,Ornamental Trimmings,115808,Textiles,11,581442,2022
Special woven fabrics and tapestries,1158,Metallic Fabric,115809,Textiles,11,141816,2022
Special woven fabrics and tapestries,1158,Embroidery,115810,Textiles,11,300105,2022
Special woven fabrics and tapestries,1158,Quilted Textiles,115811,Textiles,11,187791,2022
"Coated, covered, & laminated fabrics for industrial use",1159,Gum Coated Textile Fabric,115901,Textiles,11,64546,2022
"Coated, covered, & laminated fabrics for industrial use",1159,Polyamide Fabric,115902,Textiles,11,88292,2022
"Coated, covered, & laminated fabrics for industrial use",1159,Plastic Coated Textile Fabric,115903,Textiles,11,18710833,2022
"Coated, covered, & laminated fabrics for industrial use",1159,Linoleum,115904,Textiles,11,32,2022
"Coated, covered, & laminated fabrics for industrial use",1159,Textile Wall Coverings,115905,Textiles,11,181551,2022
"Coated, covered, & laminated fabrics for industrial use",1159,Rubber Textile Fabric,115906,Textiles,11,5579087,2022
"Coated, covered, & laminated fabrics for industrial use",1159,Coated Textile Fabric,115907,Textiles,11,21921417,2022
"Coated, covered, & laminated fabrics for industrial use",1159,Textile Wicks,115908,Textiles,11,1368817,2022
"Coated, covered, & laminated fabrics for industrial use",1159,Hose Piping Textiles,115909,Textiles,11,1968022,2022
"Coated, covered, & laminated fabrics for industrial use",1159,Conveyor Belt Textiles,115910,Textiles,11,2735087,2022
"Coated, covered, & laminated fabrics for industrial use",1159,Textiles for technical uses,115911,Textiles,11,45955354,2022
Knitted fabrics,1160,Pile Fabric,116001,Textiles,11,4914824,2022
Knitted fabrics,1160,Light Rubberized Knitted Fabric,116002,Textiles,11,7521621,2022
Knitted clothing accesories,1161,Knit Men's Coats,116101,Textiles,11,8806909,2022
Knitted clothing accesories,1161,Knit Women's Coats,116102,Textiles,11,1212417,2022
